Title,Rental_Price,Location,Beds,Baths,Balcony,Carpet Area,Floor,Status,Additional Rooms,Furnished Status,Age Of Construction,Rental Value,Security Deposit,Address,Landmarks,Furnishing,Age of Construction,link,Bed,Bath,Facing,Super Built-up Area,Balconies,Flooring,Overlooking,Amenities,Price,Tower & Unit,Developer,Project,Configuration,Water Availability,Status of Electricity,Lift,Car parking,Floors allowed for construction,Type of Ownership,Price per sqft,Unit,Covered Parking,Lifts,Authority Approval,Tower,RERA ID,Plot Area
1 BHK Flat 550 Sq-ft For Rent in,"₹18,500","Patel Nagar, New Delhi",,,1.0,500sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹37/sqft,2(Out of 4 Floors),Immediately,,Furnished,New Construction,"₹18,500",,"PATEL NAGAR, Patel Nagar, New Delhi - West, Delhi NCR",metro station and main road,Furnished,New Construction,https://www.magicbricks.com/propertyDetails/1-BHK-550-Sq-ft-Multistorey-Apartment-FOR-Rent-Patel-Nagar-in-New-Delhi&id=4d423833323032303637,1.0,1.0,North - East,,,"Vitrified, Granite","Garden/Park, Main Road",,,,,,,,,,,,,,,,,,,,
3 BHK Builder Floor 1800 Sq-ft For Rent in,₹1.5 Lac,"Green Park, New Delhi",3.0,2.0,,1600sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹94/sqft,2(Out of 4 Floors),Immediately,"Puja Room, Study, Servant Room",Semi-Furnished,5 to 10 years,"₹1.5 Lac|₹10,000Monthly Maintenance",₹3.0 Lac,"Green park, Green Park, New Delhi - South, Delhi NCR",Ever Green Market,Semi-Furnished,5 to 10 years,https://www.magicbricks.com/propertyDetails/3-BHK-1800-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Green-Park-in-New-Delhi&id=4d423833353236303333,,,North - East,,2.0,"Granite, Marble",Garden/Park,,,,,,,24 Hours Available,No/Rare Powercut,1.0,1 Covered,4.0,,,,1.0,,,,,
3 BHK Builder Floor 200 Sq-yrd For Rent in,₹1.2 Lac,"Lajpat Nagar 3, New Delhi",3.0,3.0,1.0,200sqyrdsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹600/sqyrd,2(Out of 3 Floors),Immediately,Puja Room,Unfurnished,15 to 20 years,"₹1.2 Lac|₹2,000Monthly Maintenance",₹2.4 Lac,"G block, Lajpat Nagar 3, New Delhi - South, Delhi NCR",Lajpat Nagar Metro Station,Unfurnished,15 to 20 years,https://www.magicbricks.com/propertyDetails/3-BHK-200-Sq-yrd-Builder-Floor-Apartment-FOR-Rent-Lajpat-Nagar-3-in-New-Delhi&id=4d423739323433333535,,,West,,,"Wooden, Marble",Garden/Park,,,,,,,,,,,3.0,,,,,,,,,
1 BHK 500 Sq-ft Flat/Apartment  For Rent in,"₹15,000","Sector 18 Rohini, New Delhi",,,1.0,480sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹31/sqft,2(Out of 3 Floors),Immediately,None of these,Semi-Furnished,Above 20 years,"₹15,000",,"Sector 18 Rohini, New Delhi - North, Delhi NCR",,Semi-Furnished,Above 20 years,https://www.magicbricks.com/propertyDetails/1-BHK-500-Sq-ft-Multistorey-Apartment-FOR-Rent-Rohini-Sector-18-in-New-Delhi&id=4d423833323032303433,1.0,1.0,,,,Normal Tiles/Kotah Stone,Garden/Park,,,,,,,24 Hours Available,No/Rare Powercut,,,1.0,,,,,,,,,
"1 BHK Flat 600 Sq-ft For Rent in DDA E2 Vasant Kunj,","₹23,000","Vasant Kunj, New Delhi",,,1.0,550sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹42/sqft,4(Out of 4 Floors),Immediately,,Semi-Furnished,10 to 15 years,"₹23,000",,"Vasant Kunj, New Delhi - South, Delhi NCR",,Semi-Furnished,10 to 15 years,https://www.magicbricks.com/propertyDetails/1-BHK-600-Sq-ft-Multistorey-Apartment-FOR-Rent-Vasant-Kunj-in-New-Delhi&id=4d423833323031383933,1.0,1.0,,,,,,"Jogging and Strolling Track,Piped Gas,Conference Room,Cafeteria/Food Court,Bar/Lounge,Banquet Hall,RO Water System,DTH Television Facility,Laundry Service,Waste Disposal,Visitor Parking,Air Conditioned,Private Terrace/Garden,Water Storage,Security,Reserved Parking,Park,Gymnasium,Club House,Rain Water Harvesting,Power Back Up",₹ 1.50 Cr - ₹ 2.50 Cr,,Delhi Development Authority DDA,DDA E2 Vasant Kunj,,,,,,,,,", 400 Units",,,,,,
2 BHK Builder Floor 910 Sq-ft For Rent in,"₹35,000","Ramesh Nagar, New Delhi",2.0,2.0,,900sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹39/sqft,1(Out of 4 Floors),Immediately,,Semi-Furnished,Less than 5 years,"₹35,000","₹35, 000","Ramesh Nagar, New Delhi - West, Delhi NCR",,Semi-Furnished,Less than 5 years,https://www.magicbricks.com/propertyDetails/2-BHK-910-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Ramesh-Nagar-in-New-Delhi&id=4d423833333234363531,,,North - East,,2.0,,Garden/Park,,,,,,,,,,,,,,,,,,,,
4 BHK Builder Floor 2700 Sq-ft For Rent in,"₹70,000","Rajouri Garden, New Delhi",4.0,3.0,,2700sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹26/sqft,1(Out of 3 Floors),Immediately,"Puja Room, Store, Servant Room",Unfurnished,5 to 10 years,"₹70,000",,"Rajouri Garden, New Delhi - West, Delhi NCR",,Unfurnished,5 to 10 years,https://www.magicbricks.com/propertyDetails/4-BHK-2700-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Rajouri-Garden-in-New-Delhi&id=4d423833373032333439,,,North - East,,2.0,,Main Road,,,,,,,,,,,,,,,,,,,,
1 BHK Flat 1400 Sq-ft For Rent in,"₹40,000","South Extension 1, New Delhi",,,1.0,1200sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹33/sqft,2(Out of 3 Floors),Immediately,"Puja Room, Store, Study, Servant Room",Furnished,5 to 10 years,"₹40,000","₹80, 000","South Extension 1, New Delhi - South, Delhi NCR",market,Furnished,5 to 10 years,https://www.magicbricks.com/propertyDetails/1-BHK-1400-Sq-ft-Multistorey-Apartment-FOR-Rent-South-Extension-1-in-New-Delhi&id=4d423833323031383639,1.0,1.0,East,,,,"Pool, Garden/Park, Main Road",,,,,,,,,,,,,,,,,,,,
4 BHK Builder Floor 2300 Sq-ft For Rent in,₹3.5 Lac,"Neeti Bagh, New Delhi",4.0,5.0,,2100sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹167/sqft,1(Out of 4 Floors),Immediately,"Store, Servant Room",Unfurnished,Less than 5 years,"₹3.5 Lac|₹10,000Monthly Maintenance",₹6.0 Lac,"Neeti Bagh, Neeti Bagh, New Delhi - South, Delhi NCR",Near Park,Unfurnished,Less than 5 years,https://www.magicbricks.com/propertyDetails/4-BHK-2300-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Neeti-Bagh-in-New-Delhi&id=4d423736323031383935,,,North,,3.0,"Wooden, Marble",Garden/Park,,,,,,,,,,,4.0,,,,,,,,,
4 BHK Builder Floor 2300 Sq-ft For Rent in,₹3.0 Lac,"Safdarjung Development Area, New Delhi",4.0,4.0,,2100sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹143/sqft,1(Out of 4 Floors),Immediately,"Store, Servant Room",Semi-Furnished,Less than 5 years,"₹3 Lac|₹10,000Monthly Maintenance",₹6.0 Lac,"Sda., Safdarjung Development Area, New Delhi - South, Delhi NCR",Near Park,Semi-Furnished,Less than 5 years,https://www.magicbricks.com/propertyDetails/4-BHK-2300-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Safdarjung-Development-Area-in-New-Delhi&id=4d423736323032343939,,,North,,3.0,"Marble, Wooden",Garden/Park,,,,,,,24 Hours Available,No/Rare Powercut,1.0,2 Covered,4.0,,,,2.0,,,,,
3 BHK Builder Floor 1800 Sq-ft For Rent in,₹1.2 Lac,"Safdarjung Enclave, New Delhi",3.0,3.0,1.0,1700sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹71/sqft,Ground(Out of 4 Floors),Immediately,Store,Semi-Furnished,15 to 20 years,₹1.2 Lac,₹2.5 Lac,"safdarjung enclave new delhi., Safdarjung Enclave, New Delhi - South, Delhi NCR",Neptune hospital,Semi-Furnished,15 to 20 years,https://www.magicbricks.com/propertyDetails/3-BHK-1800-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Safdarjung-Enclave-in-New-Delhi&id=4d423831353736333635,,,South -West,,,"Marble, Normal Tiles/Kotah Stone",Main Road,,,,,,,24 Hours Available,No/Rare Powercut,,,,,,,,,Developer,,,
"2 BHK 1050 Sq-ft Flat/Apartment  For Rent in Acharya Niketan,","₹25,000","Mayur Vihar 1, New Delhi",2.0,3.0,,1000sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹25/sqft,1(Out of 5 Floors),Immediately,"Puja Room, Study",Unfurnished,5 to 10 years,"₹25,000|₹500Monthly Maintenance","₹25, 000","Mayur vihar phase, Mayur Vihar 1, New Delhi - East, Delhi NCR",near by ADC LAB PATPARGANJ ROAD,Unfurnished,5 to 10 years,https://www.magicbricks.com/propertyDetails/2-BHK-1050-Sq-ft-Multistorey-Apartment-FOR-Rent-Mayur-Vihar-1-in-New-Delhi&id=4d423833363135393439,,,South -West,,2.0,,"Garden/Park, Main Road",,₹ 2.0 Cr - ₹ 2.40 Cr,,,Acharya Niketan,,,,,,,Freehold,,,,,,,,
1 BHK Flat 450 Sq-ft For Rent in,"₹20,000","uttam nagar bal udhyan, New Delhi",,,,450sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹44/sqft,1(Out of 4 Floors),Immediately,,Furnished,Less than 5 years,"₹20,000",,"Uttam Nagar, New Delhi, New Delhi, Delhi NCR",,Furnished,Less than 5 years,https://www.magicbricks.com/propertyDetails/1-BHK-450-Sq-ft-Multistorey-Apartment-FOR-Rent-in-New-Delhi&id=4d423832363336363431,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
"3 BHK 2280 Sq-ft Flat/Apartment  For Rent in DLF One Midtown,",₹1.4 Lac,"Moti Nagar, New Delhi",3.0,4.0,,1600sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹88/sqft,21(Out of 40 Floors),Immediately,Servant Room,Semi-Furnished,,"₹1.4 Lac|₹15,000Monthly Maintenance",₹3.0 Lac,"15, Shivaji Marg, House Complex Market, Karampura Industrial Area, Zakhira, New Delhi, Delhi 110015, Moti Nagar, New Delhi - West, Delhi NCR","CTC Mall, Midtown Plaza Mall, Moti Nagar Metro Station",Semi-Furnished,5 to 10 years,https://www.magicbricks.com/propertyDetails/3-BHK-2280-Sq-ft-Multistorey-Apartment-FOR-Rent-Moti-Nagar-in-New-Delhi&id=4d423833373032363033,,,North - East,,3.0,"Marble, Wooden","Garden/Park, Pool, Main Road","Badminton court,Cycling & Jogging Track,Multipurpose Courts,Indoor Squash & Badminton Courts,Indoor Games Room,Flower Gardens,Cycling track,Library,Kids play area,CCTV Camera,Multipurpose Hall,Grand Entrance lobby,3 Tier Security System,Mini Cinema Theatre,Outdoor Tennis Courts,Jogging and Strolling Track,Banquet Hall,DTH Television Facility,Internet/Wi-Fi Connectivity,Laundry Service,Waste Disposal,Maintenance Staff,Intercom Facility,Visitor Parking,Air Conditioned,Vaastu Compliant,Water Storage,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up",₹ 3.75 Cr - ₹ 10.50 Cr,"4 Towers , 913 Units",DLF Ltd.,DLF One Midtown,"2, 3, 4 BHK Flats",24 Hours Available,No/Rare Powercut,2.0,,1.0,,"₹ 20,588 - ₹ 39,597",,2.0,2.0,,,,
2 BHK Builder Floor 900 Sq-ft For Rent in,"₹45,000","Malviya Nagar, New Delhi",2.0,2.0,,850sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹53/sqft,3(Out of 3 Floors),Immediately,,Unfurnished,Less than 5 years,"₹45,000|₹1,000Monthly Maintenance","₹45, 000","H block, Malviya Nagar, New Delhi - South, Delhi NCR",,Unfurnished,Less than 5 years,https://www.magicbricks.com/propertyDetails/2-BHK-900-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Malviya-Nagar-in-New-Delhi&id=4d423830323138323835,,,North - East,,2.0,,"Garden/Park, Main Road",,,,,,,,,,,,,,,,,,,,
4 BHK Builder Floor 2700 Sq-ft For Rent in,"₹90,000","New Friends Colony, New Delhi",4.0,3.0,,,1(Out of 3 Floors),Immediately,"Puja Room, Servant Room",Furnished,10 to 15 years,"₹90,000",,"New Friends Colony, New Delhi - South, Delhi NCR",,Furnished,10 to 15 years,https://www.magicbricks.com/propertyDetails/4-BHK-2700-Sq-ft-Builder-Floor-Apartment-FOR-Rent-New-Friends-Colony-in-New-Delhi&id=4d423833363135343335,,,North - East,2700sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹33/sqft,4.0,,Garden/Park,,,,,,,,,,,,Freehold,,,,,,,,
4 BHK Builder Floor 2700 Sq-ft For Rent in,₹3.5 Lac,"Defence Colony, New Delhi",4.0,4.0,,2118sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹165/sqft,1(Out of 4 Floors),Immediately,"Puja Room, Store",Furnished,,"₹3.5 Lac|₹10,000Monthly Maintenance",₹7.0 Lac,"Bb., Defence Colony, New Delhi - South, Delhi NCR",defence colony,Furnished,New Construction,https://www.magicbricks.com/propertyDetails/4-BHK-2700-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Defence-Colony-in-New-Delhi&id=4d423833363135373835,,,East,,4.0,"Vitrified, Granite",Main Road,,,,,,,24 Hours Available,No/Rare Powercut,1.0,"2 Covered, 2 Open",,Freehold,,,2.0,,,,,
4 BHK Builder Floor 4500 Sq-ft For Rent in,₹2.8 Lac,"Kailash Colony, New Delhi",4.0,4.0,,,2(Out of 5 Floors),Immediately,"Servant Room, Store",Semi-Furnished,New Construction,"₹2.8 Lac|₹7,000Monthly Maintenance",₹3.5 Lac,"Kailash Colony, New Delhi - South, Delhi NCR",The Property is close to market area  has a reputed school nearby.,Semi-Furnished,New Construction,https://www.magicbricks.com/propertyDetails/4-BHK-4500-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Kailash-Colony-in-New-Delhi&id=4d423637383033343339,,,North - West,4500sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹61/sqft,3.0,"Mosaic, Vitrified, Wooden, Ceramic Tiles, Marble, Normal Tiles/Kotah Stone, Granite, Marbonite",Main Road,,,,,,,24 Hours Available,No/Rare Powercut,1.0,2 Covered,,,,,2.0,,,,,
1 BHK Builder Floor 550 Sq-ft For Rent in,"₹9,800","Saket, New Delhi",,,1.0,500sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹20/sqft,1(Out of 4 Floors),Immediately,Store,Unfurnished,New Construction,"₹9,800|₹500Monthly Maintenance","₹7, 800","saket, Saket, New Delhi - South, Delhi NCR",saket,Unfurnished,New Construction,https://www.magicbricks.com/propertyDetails/1-BHK-550-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Saket-in-New-Delhi&id=4d423536393135383433,1.0,1.0,East,,,Marble,Garden/Park,,,,,,,,,,,,,,,,,,,,
3 BHK Builder Floor 150 Sq-yrd For Rent in,"₹80,000","Malviya Nagar, New Delhi",3.0,3.0,,145sqyrdsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹552/sqyrd,2(Out of 3 Floors),Immediately,Puja Room,Unfurnished,5 to 10 years,"₹80,000|₹2,000Monthly Maintenance",₹1.6 Lac,"Malviya Nagar, Malviya Nagar, New Delhi - South, Delhi NCR",THIS PROPERTY IS CLOSED TO MARKET AND ALSO CLOSED TO HOSPITAL,Unfurnished,5 to 10 years,https://www.magicbricks.com/propertyDetails/3-BHK-150-Sq-yrd-Builder-Floor-Apartment-FOR-Rent-Malviya-Nagar-in-New-Delhi&id=4d423833313935353831,,,East,,2.0,"Marble, Wooden","Garden/Park, Main Road",,,,,,,24 Hours Available,No/Rare Powercut,3.0,"1 Covered, 1 Open",3.0,,,,1.0,3.0,,,,
1 BHK Builder Floor 550 Sq-ft For Rent in,"₹25,000","East Of Kailash, New Delhi",,,1.0,,3(Out of 3 Floors),Immediately,None of these,Semi-Furnished,5 to 10 years,"₹25,000","₹50, 000","East of kailash., East Of Kailash, New Delhi - South, Delhi NCR",Near kailash colony metro station.,Semi-Furnished,5 to 10 years,https://www.magicbricks.com/propertyDetails/1-BHK-550-Sq-ft-Builder-Floor-Apartment-FOR-Rent-East-Of-Kailash-in-New-Delhi&id=4d423639373632373037,1.0,1.0,East,550sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹45/sqft,,Marble,Garden/Park,,,,,,,24 Hours Available,No/Rare Powercut,,,,,,,,,,,,
4 BHK Builder Floor 2200 Sq-ft For Rent in,₹1.8 Lac,"D Block Saket, New Delhi",4.0,4.0,,2000sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹88/sqft,2(Out of 4 Floors),Immediately,"Puja Room, Servant Room",Semi-Furnished,Less than 5 years,"₹1.8 Lac|₹10,000Monthly Maintenance",₹3.5 Lac,"D block, D Block Saket, New Delhi - South, Delhi NCR",Amity School Saket,Semi-Furnished,Less than 5 years,https://www.magicbricks.com/propertyDetails/4-BHK-2200-Sq-ft-Builder-Floor-Apartment-FOR-Rent-D-Block-Saket-in-New-Delhi&id=4d423833303630393537,,,North - East,,3.0,,"Garden/Park, Main Road",,,,,,,,,,,,,,,,,,,,
3 BHK Builder Floor 1900 Sq-ft For Rent in,"₹45,000","Saket, New Delhi",3.0,3.0,,1850sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹24/sqft,2(Out of 4 Floors),Immediately,,Furnished,New Construction,"₹45,000|₹1,000Monthly Maintenance","₹45, 000","freedom fighter enclave, Saket, New Delhi - South, Delhi NCR",vishal mega Mart,Furnished,New Construction,https://www.magicbricks.com/propertyDetails/3-BHK-1900-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Saket-in-New-Delhi&id=4d423833373032383033,,,North - East,,2.0,,"Garden/Park, Main Road",,,,,,,,,,,,,,,,,,,,
2 BHK Builder Floor 900 Sq-ft For Rent in,"₹25,000","Patparganj, New Delhi",2.0,2.0,1.0,850sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹29/sqft,3(Out of 5 Floors),Immediately,"Puja Room, Study",Semi-Furnished,Less than 5 years,"₹25,000|₹500Monthly Maintenance","₹25, 000","Mayur vihar phase I, Patparganj, New Delhi - East, Delhi NCR",near by ADC LAB PATPARGANJ ROAD,Semi-Furnished,Less than 5 years,https://www.magicbricks.com/propertyDetails/2-BHK-900-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Patparganj-in-New-Delhi&id=4d423833363135393231,,,South -West,,,,"Garden/Park, Main Road",,,,,,,,,,,,Freehold,,,,,,,,
4 BHK Builder Floor 2500 Sq-ft For Rent in,₹1.8 Lac,"Saket, New Delhi",4.0,3.0,,2600sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹67/sqft,Ground(Out of 4 Floors),Immediately,Servant Room,Semi-Furnished,Less than 5 years,"₹1.8 Lac|₹10,000Monthly Maintenance",₹3.6 Lac,"m block, Saket, New Delhi - South, Delhi NCR",j block saket near metro station,Semi-Furnished,Less than 5 years,https://www.magicbricks.com/propertyDetails/4-BHK-2500-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Saket-in-New-Delhi&id=4d423833373834393233,,,North - East,,3.0,"Ceramic Tiles, Marble",Garden/Park,,,,,,,24 Hours Available,No/Rare Powercut,1.0,2 Covered,4.0,,,,2.0,,,,,
"200 Sq-ft For Rent in JVTS Gardens,","₹7,000","Chhattarpur, New Delhi",,,,200sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹35/sqft,Ground(Out of 4 Floors),Immediately,,Semi-Furnished,Less than 5 years,"₹7,000|₹500Monthly Maintenance","₹7, 000","C 149b, himalaya lok., Chhattarpur, New Delhi - South, Delhi NCR",near CHATTERPUR metro station,Semi-Furnished,Less than 5 years,https://www.magicbricks.com/propertyDetails/200-Sq-ft-Studio-Apartment-FOR-Rent-Chhattarpur-in-New-Delhi&id=4d423732363338313033,,1.0,East,,,,Main Road,"Fire Fighting Equipment,Kids Play Area,Maintenance Staff,Visitor Parking,Security,Reserved Parking,Park",₹ 4.0 Lac - ₹ 55.0 Lac,"22 Towers , 528 Units",JVTS Group,JVTS Gardens,3 BHK Builder Floors,,,,,,,,,,,,,,
4 BHK Builder Floor 4200 Sq-ft For Rent in,₹2.3 Lac,"GK I, New Delhi",4.0,3.0,,4000sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹58/sqft,Ground(Out of 3 Floors),Immediately,Servant Room,Semi-Furnished,5 to 10 years,"₹2.3 Lac|₹15,000Monthly Maintenance",₹4.6 Lac,"GK I, New Delhi - South, Delhi NCR",Near Market and Metro Station,Semi-Furnished,5 to 10 years,https://www.magicbricks.com/propertyDetails/4-BHK-4200-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Greater-Kailash-1-in-New-Delhi&id=4d423833303631363931,,,North,,2.0,"Marble, Wooden",Garden/Park,,,,,,,24 Hours Available,No/Rare Powercut,1.0,2 Covered,3.0,,,,2.0,,,,,
2 BHK Flat 900 Sq-ft For Rent in,"₹26,000","Block C2C Janakpuri, New Delhi",2.0,2.0,,900sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹29/sqft,1(Out of 2 Floors),Immediately,,Semi-Furnished,5 to 10 years,"₹26,000",,"Block C2C Janakpuri, New Delhi - West, Delhi NCR","near orchid hospital, nearby metro station",Semi-Furnished,5 to 10 years,https://www.magicbricks.com/propertyDetails/2-BHK-900-Sq-ft-Multistorey-Apartment-FOR-Rent-in-New-Delhi&id=4d423832303336383535,,,South,,2.0,,,,,,,,,,,,,,,,,,,,,,
"1 BHK Builder Floor 900 Sq-ft For Rent in RWA E Block,","₹38,000","GK I, New Delhi",,,1.0,800sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹48/sqft,3(Out of 3 Floors),Immediately,Study,Furnished,,"₹38,000","₹76, 000","Greater Kailash-1, GK I, New Delhi - South, Delhi NCR",Nearby M Block Market GK1,Furnished,5 to 10 years,https://www.magicbricks.com/propertyDetails/1-BHK-900-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Greater-Kailash-1-in-New-Delhi&id=4d423639373632343339,1.0,1.0,North - East,,,Marble,"Garden/Park, Main Road",,₹ 3.50 Cr - ₹ 5.90 Cr,,,RWA E Block,,24 Hours Available,No/Rare Powercut,,1 Open,,,,,,,,1 Tower,,
2 BHK Flat 720 Sq-ft For Rent in,"₹25,000","Block C4G Janakpuri, New Delhi",2.0,2.0,,720sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹35/sqft,1(Out of 2 Floors),Immediately,,Semi-Furnished,Less than 5 years,"₹25,000",,"Block C4G Janakpuri, New Delhi - West, Delhi NCR",,Semi-Furnished,Less than 5 years,https://www.magicbricks.com/propertyDetails/2-BHK-720-Sq-ft-Multistorey-Apartment-FOR-Rent-in-New-Delhi&id=4d423832303336393339,,,West,,2.0,,,,,,,,,,,,,,,,,,,,,,
3 BHK Builder Floor 3200 Sq-ft For Rent in,₹4.0 Lac,"West End, New Delhi",3.0,4.0,,2800sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹143/sqft,2(Out of 4 Floors),Immediately,"Store, Servant Room",Semi-Furnished,New Construction,"₹4 Lac|₹20,000Monthly Maintenance",₹12.0 Lac,"West End, New Delhi - South, Delhi NCR",,Semi-Furnished,New Construction,https://www.magicbricks.com/propertyDetails/3-BHK-3200-Sq-ft-Builder-Floor-Apartment-FOR-Rent-West-End-in-New-Delhi&id=4d423736323030303133,,,West,,3.0,Marble,Garden/Park,,,,,,,24 Hours Available,No/Rare Powercut,2.0,"2 Covered, 1 Open",4.0,,,,2.0,2.0,,,,
1 BHK Flat 500 Sq-ft For Rent in,"₹20,999","Phase 2 Chhatarpur Enclave, New Delhi",,,1.0,450sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹47/sqft,1(Out of 5 Floors),Immediately,,Furnished,New Construction,"₹20,999",,"Chhattarpur, Phase 2 Chhatarpur Enclave, New Delhi - South, Delhi NCR",,Furnished,New Construction,https://www.magicbricks.com/propertyDetails/1-BHK-500-Sq-ft-Multistorey-Apartment-FOR-Rent-Phase-2-Chhatarpur-Enclave-in-New-Delhi&id=4d423833303631373133,1.0,1.0,East,,,,"Garden/Park, Main Road",,,,,,,,,,,,,,,,,,,,
