Title,Rental_Price,Location,Beds,Baths,Balconies,Carpet Area,Project,Floor,Status,Additional Rooms,Facing,Furnished Status,Age Of Construction,Rental Value,Security Deposit,Address,Landmarks,Furnishing,Overlooking,Age of Construction,Price,link,Super Built-up Area,Developer,Amenities,Price per sqft,Configuration,Tower & Unit,Bed,Bath,Covered Parking,Car parking,Flooring,Water Availability,Status of Electricity,Lifts,Lift,Balcony,Floors allowed for construction,Tower,Unit,Type of Ownership,RERA ID,Authority Approval,Plot Area,No of Open Sides,Any Construction done,Boundary Wall,Transaction Type,Additional Features
"3 BHK 1480 Sq-ft Flat/Apartment  For Rent in Brooklyn,","₹32,000","Charholi Budruk, Pune",3.0,3.0,2.0,1100sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹29/sqft,Brooklyn,12(Out of 12 Floors),Immediately,None of these,East,Unfurnished,,"₹32,000|₹4,300Monthly Maintenance","₹60, 000","Charholi BK, Pune, Charholi Budruk, Pune - North, Maharashtra",Near D Y Patil college Charoli,Unfurnished,Garden/Park,5 to 10 years,₹ 68.0 Lac - ₹ 1.05 Cr,https://www.magicbricks.com/propertyDetails/3-BHK-1480-Sq-ft-Multistorey-Apartment-FOR-Rent-Charholi-Budruk-in-Pune&id=4d423831303436343235,,Pride Purple Properties,"Fire Fighting Equipment,Kids Play Area,Grand Entrance lobby,Large Open space,Security,Rain Water Harvesting,Lift,Power Back Up","₹ 6,023 - ₹ 7,374","2, 3 BHK Flats","8 Towers , 560 Units",,,1.0,1 Covered,Ceramic Tiles,24 Hours Available,No/Rare Powercut,2.0,2.0,,1.0,,,,,,,,,,,
"3 BHK 1500 Sq-ft Flat/Apartment  For Rent in Puravankara Purva Silversands,","₹35,000","Hanuman Nagar Keshav Nagar, Pune",3.0,3.0,4.0,1100sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹32/sqft,Puravankara Purva Silversands,15(Out of 22 Floors),Immediately,None of these,West,Semi-Furnished,,"₹35,000","₹75, 000","Keshav Nagar, Mundhwa, Pune, Maharashtra, Hanuman Nagar Keshav Nagar, Pune - East, Maharashtra","Purvankara  Keshav Nagar, Pune",Semi-Furnished,"Garden/Park, Pool, Main Road",New Construction,₹ 91.1 Lac - ₹ 92.7 Lac,https://www.magicbricks.com/propertyDetails/3-BHK-1500-Sq-ft-Multistorey-Apartment-FOR-Rent-Hanuman-Nagar-Keshav-Nagar-in-Pune&id=4d423831363231373435,,Puravankara Ltd.,"Outdoor Tennis Courts,Indoor Games Room,Flower Gardens,AEROBICS ROOM,Smart Home,Water Front,Fireplace,Multipurpose Hall,Fingerprint Access,Theme based Architectures,Golf Course,Concierge Services,House help accommodation,Full Glass Wall,Island Kitchen Layout,Downtown,Outdoor Tennis Courts,Jogging and Strolling Track,Piped Gas,Conference Room,Cafeteria/Food Court,Bar/Lounge,Banquet Hall,RO Water System,DTH Television Facility,Internet/Wi-Fi Connectivity,Laundry Service,Waste Disposal,Maintenance Staff,Intercom Facility,Visitor Parking,Air Conditioned,Service/Goods Lift,Water Storage,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up","₹ 7,200 - ₹ 12,857",2 BHK Flats,"13 Towers , 986 Units",,,1.0,1 Covered,"Vitrified, Wooden",24 Hours Available,No/Rare Powercut,3.0,3.0,,20.0,,,,,,,,,,,
"2 BHK 1000 Sq-ft Flat/Apartment  For Rent in Rohan Mithila,","₹38,000","Viman Nagar Central, Pune",2.0,2.0,,900sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹42/sqft,Rohan Mithila,5(Out of 8 Floors),,"Puja Room, Study, Store, Servant Room",East,Unfurnished,New Construction,"₹38,000","₹80, 000","viman Nagar, Viman Nagar Central, Pune - East, Maharashtra",viman nagar,Unfurnished,"Garden/Park, Pool, Main Road",New Construction,₹ 75.2 Lac - ₹ 2.04 Cr,https://www.magicbricks.com/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Viman-Nagar-in-Pune&id=4d423833303734353031,,Rohan Builders & Developers Pvt. Ltd.,"Cycling & Jogging Track,Rentable Community Space,Recreational Pool,Outdoor Tennis Courts,Multipurpose Courts,Meditation Area,Kids Play Area,Kids Club,Indoor Squash & Badminton Courts,Indoor Games Room,Flower Gardens,Bank & ATM,Canopy Walk,AEROBICS ROOM,Multipurpose Hall,Private jaccuzi,Outdoor Tennis Courts,Piped Gas,Conference Room,Banquet Hall,RO Water System,Internet/Wi-Fi Connectivity,Waste Disposal,Maintenance Staff,Intercom Facility,Visitor Parking,Service/Goods Lift,Vaastu Compliant,Private Terrace/Garden,Water Storage,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up",,,"3 Towers , 1332 Units",,,,,,,,,,1.0,,,,,,,,,,,,
1 BHK 540 Sq-ft Flat/Apartment  For Rent in,"₹21,000","Chandan Nagar, Pune",,,,,,2(Out of 5 Floors),Immediately,,,Furnished,,"₹21,000",,"Chandan Nagar, Pune - East, Maharashtra",,Furnished,,,,https://www.magicbricks.com/propertyDetails/1-BHK-540-Sq-ft-Multistorey-Apartment-FOR-Rent-Chandan-Nagar-in-Pune&id=4d423833303735333335,540sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹39/sqft,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
"4 BHK Flat 2650 Sq-ft For Rent in Marvel Cerise,","₹75,000","Kharadi, Pune",4.0,5.0,,,Marvel Cerise,1(Out of 13 Floors),Immediately,,,Furnished,,"₹75,000",,"Kharadi, Kharadi, Pune - East, Maharashtra",,Furnished,Garden/Park,,₹ 1.57 Cr - ₹ 3.08 Cr,https://www.magicbricks.com/propertyDetails/4-BHK-2650-Sq-ft-Multistorey-Apartment-FOR-Rent-Kharadi-in-Pune&id=4d423833303735313839,2650sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹28/sqft,Marvel Realtors,"Provision for power backup,Community Hall,Fire Fighting Equipment,Cycling & Jogging Track,Multipurpose Courts,Meditation Area,Event Space & Amphitheatre,Concierge Services,Kids play area,Multipurpose Hall,Earth quake resistant,Jogging and Strolling Track,Piped Gas,Conference Room,RO Water System,DTH Television Facility,Internet/Wi-Fi Connectivity,Laundry Service,Waste Disposal,Maintenance Staff,Intercom Facility,Visitor Parking,Air Conditioned,Service/Goods Lift,Vaastu Compliant,Water Storage,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up","₹ 10,153 - ₹ 11,236","2, 3 BHK Flats","4 Towers , 216 Units",,,,,,,,,,1.0,,,,,,,,,,,,
3 BHK Flat 1460 Sq-ft For Rent in,"₹19,000","Manjri, Pune",3.0,3.0,2.0,1170sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹16/sqft,,2(Out of 3 Floors),Immediately,None of these,West,Unfurnished,Less than 5 years,"₹19,000","₹38, 000","krushnakunj park phase manjri pune, Manjri, Pune - Eastern Outskirts, Maharashtra","7kms from magarpattacity, 6kms from noble hospital, 5kms from megacenter",Unfurnished,Garden/Park,Less than 5 years,,https://www.magicbricks.com/propertyDetails/3-BHK-1460-Sq-ft-Multistorey-Apartment-FOR-Rent-Manjri-in-Pune&id=4d423833353334353935,,,,,,,,,1.0,"1 Covered, 1 Open",Vitrified,24 Hours Available,No/Rare Powercut,,,,,,,,,,,,,,,
2 BHK Flat 1006 Sq-ft For Rent in,"₹27,000","Charholi Budruk, Pune",2.0,2.0,2.0,880sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹31/sqft,,,Immediately,None of these,East,Semi-Furnished,Less than 5 years,"₹27,000","₹60, 000","Charholi BK, Pune, Charholi Budruk, Pune - North, Maharashtra",Near D Y Patil College Charoli,Semi-Furnished,Garden/Park,Less than 5 years,,https://www.magicbricks.com/propertyDetails/2-BHK-1006-Sq-ft-Multistorey-Apartment-FOR-Rent-Charholi-Budruk-in-Pune&id=4d423831303437303731,,,,,,,,,1.0,1 Covered,Ceramic Tiles,24 Hours Available,No/Rare Powercut,3.0,3.0,,1.0,,,,,,,,,,,
"2 BHK 950 Sq-ft Flat/Apartment  For Rent in Ratan Housing Neptune,","₹20,000","Hadapsar, Pune",2.0,2.0,2.0,720sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹28/sqft,Ratan Housing Neptune,8(Out of 14 Floors),Immediately,None of these,East,Semi-Furnished,,"₹20,000","₹45, 000","Hadapsar, Pune, Hadapsar, Pune - East, Maharashtra",Near JSPM College,Semi-Furnished,Garden/Park,5 to 10 years,₹ 23.9 Lac - ₹ 34.0 Lac,https://www.magicbricks.com/propertyDetails/2-BHK-950-Sq-ft-Multistorey-Apartment-FOR-Rent-Hadapsar-in-Pune&id=4d423833363233393933,,Ratan Housing Development Ltd.,"Fire Fighting Equipment,Cycling & Jogging Track,Kids Play Area,Indoor Games Room,Flower Gardens,Event Space & Amphitheatre,Outdoor Tennis Courts,Jogging and Strolling Track,Conference Room,Banquet Hall,DTH Television Facility,Laundry Service,Waste Disposal,Intercom Facility,Visitor Parking,Service/Goods Lift,Vaastu Compliant,Water Storage,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up","₹ 4,701 - ₹ 5,470",1 BHK Flats,"4 Towers , 91 Units",,,1.0,1 Covered,Vitrified,24 Hours Available,No/Rare Powercut,2.0,2.0,,14.0,,,,,,,,,,,
"2 BHK 1100 Sq-ft Flat/Apartment  For Rent in Clover Acropolis,","₹75,000","Clover Park, Pune",2.0,2.0,,900sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹83/sqft,Clover Acropolis,2(Out of 10 Floors),Immediately,Puja Room,East,Furnished,,"₹75,000",₹1.5 Lac,"Viman Nagar, Pune, Clover Park, Pune - East, Maharashtra",Viman Nagar,Furnished,"Garden/Park, Main Road",5 to 10 years,₹ 2.15 Cr Onwards,https://www.magicbricks.com/propertyDetails/2-BHK-1100-Sq-ft-Multistorey-Apartment-FOR-Rent-Clover-Park-in-Pune&id=4d423833373932363035,,Clover Developer,"Fire Fighting Equipment,Kids Play Area,Flower Gardens,Piped Gas,RO Water System,Internet/Wi-Fi Connectivity,Maintenance Staff,Intercom Facility,Visitor Parking,Air Conditioned,Service/Goods Lift,Vaastu Compliant,Private Terrace/Garden,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up",,3 BHK Flats,"6 Towers , 432 Units",,,,1 Open,Vitrified,24 Hours Available,No/Rare Powercut,,1.0,1.0,8.0,,,,,,,,,,,
"2 BHK 1210 Sq-ft Flat/Apartment  For Rent in Pride Park Xpress,","₹35,000","Baner, Pune",2.0,2.0,2.0,860sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹41/sqft,Pride Park Xpress,6(Out of 12 Floors),Immediately,None of these,East,Unfurnished,,"₹35,000",₹1.1 Lac,"Baner, Pune, Baner, Pune - West, Maharashtra",Near Balewadi High Street,Unfurnished,"Garden/Park, Pool",Less than 5 years,₹ 1.24 Cr - ₹ 1.86 Cr,https://www.magicbricks.com/propertyDetails/2-BHK-1210-Sq-ft-Multistorey-Apartment-FOR-Rent-Baner-in-Pune&id=4d423831363231393639,,Pride Purple Properties,"Fire Fighting Equipment,Multipurpose Courts,Meditation Area,Kids Play Area,Kids Club,Flower Gardens,Bank & ATM,Jogging and Strolling Track,Piped Gas,Banquet Hall,Waste Disposal,Maintenance Staff,Visitor Parking,Air Conditioned,Service/Goods Lift,Water Storage,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up","₹ 10,593 - ₹ 11,709","2, 3 BHK Flats","3 Towers , 224 Units",,,1.0,1 Covered,Vitrified,24 Hours Available,No/Rare Powercut,2.0,2.0,,1.0,,,,,,,,,,,
"3 BHK 1400 Sq-ft Flat/Apartment  For Rent in Krishna Amarillo,","₹36,000","Hinjewadi, Pune",3.0,3.0,2.0,1100sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹33/sqft,Krishna Amarillo,5(Out of 8 Floors),Immediately,Puja Room,East,Semi-Furnished,,"₹36,000","₹70, 000","Laxmi chowk, Hinjewadi, Pune - Pimpri Chinchwad Municipal Corporation, Maharashtra",Near Laxmi chowk,Semi-Furnished,"Pool, Garden/Park, Main Road",New Construction,₹ 90.8 Lac - ₹ 1.23 Cr,https://www.magicbricks.com/propertyDetails/3-BHK-1400-Sq-ft-Multistorey-Apartment-FOR-Rent-Hinjewadi-in-Pune&id=4d423833333337353035,,Krishna Group,"Meditation Area,Kids Play Area,Intercom Facility,Security,Reserved Parking,Swimming Pool,Club House,Lift,Power Back Up",,"2, 3 BHK Flat","3 Towers , 324 Units",,,1.0,1 Covered,"Vitrified, Marble",24 Hours Available,No/Rare Powercut,3.0,3.0,,,,,,P52100048051,,,,,,,
"3 BHK Flat 1039 Sq-ft For Rent in Aster Hermitage,","₹35,000","Balewadi, Pune",3.0,2.0,2.0,925sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹38/sqft,Aster Hermitage,3(Out of 4 Floors),Immediately,,,Semi-Furnished,10 to 15 years,"₹35,000",,"balewadi, Balewadi, Pune - West, Maharashtra",,Semi-Furnished,,10 to 15 years,₹ 1.40 Cr - ₹ 1.79 Cr,https://www.magicbricks.com/propertyDetails/3-BHK-1039-Sq-ft-Multistorey-Apartment-FOR-Rent-Balewadi-in-Pune&id=4d423833363233333637,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2 BHK Flat 650 Sq-ft For Rent in Kolte Patil Life Republic Universe Phase I,","₹23,000","Marunji, Pune",2.0,2.0,,650sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹35/sqft,Kolte Patil Life Republic Universe Phase I,4(Out of 21 Floors),Immediately,,,Semi-Furnished,,"₹23,000","₹50, 000","Life Republic Universe, Hinjawadi, Pune, Marunji, Pune - Pimpri Chinchwad Municipal Corporation, Maharashtra",,Semi-Furnished,,,₹ 71.5 Lac - ₹ 83.6 Lac,https://www.magicbricks.com/propertyDetails/2-BHK-650-Sq-ft-Multistorey-Apartment-FOR-Rent-Marunji-in-Pune&id=4d423832393036363939,,Kolte Patil Developers Ltd.,"Meditation Area,Kids Play Pool With Water Slides,Kids Play Area,Security,Swimming Pool,Lift",,"1, 2 BHK Flat","3 Towers , 600 Units",,,,,,24 Hours Available,No/Rare Powercut,,,1.0,1.0,,,,,,,,,,,
"2 BHK Flat 654 Sq-ft For Rent in Everest Plaza,","₹17,000","Chikhali, Pune",2.0,2.0,2.0,654sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹26/sqft,Everest Plaza,10(Out of 11 Floors),Immediately,,East,Semi-Furnished,5 to 10 years,"₹17,000",,"Chikhali Pimpri Chinchwad, Chikhali, Pune - Pimpri Chinchwad Municipal Corporation, Maharashtra",,Semi-Furnished,"Garden/Park, Main Road",5 to 10 years,₹ 35.0 Lac - ₹ 42.0 Lac,https://www.magicbricks.com/propertyDetails/2-BHK-654-Sq-ft-Multistorey-Apartment-FOR-Rent-Chikhali-in-Pune&id=4d423832333732313031,,Choice Group,,,,,,,,,,,,,,,,,,,,,,,,,,
"1 BHK Flat 600 Sq-ft For Rent in Rajyog Township,","₹15,000","Sinhgad Road, Pune",,,,525sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹29/sqft,Rajyog Township,5(Out of 7 Floors),Immediately,,East,Unfurnished,New Construction,"₹15,000",,"Sinhgad Road, Pune - South, Maharashtra",,Unfurnished,,New Construction,₹ 57.1 Lac - ₹ 92.3 Lac,https://www.magicbricks.com/propertyDetails/1-BHK-600-Sq-ft-Multistorey-Apartment-FOR-Rent-Sinhgad-Road-in-Pune&id=4d423830323833343339,,Rajyog Enterprises,"Fire Fighting Equipment,Kids Play Area,Flower Gardens,Intercom Facility,Visitor Parking,Air Conditioned,Vaastu Compliant,Security,Reserved Parking,Park,Club House,Lift,Power Back Up",,"2, 3 BHK Flat","3 Towers , 523 Units",1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,
1 BHK Builder Floor 350 Sq-ft For Rent in,"₹6,500","Alandi, Pune",,,,,,1(Out of 5 Floors),Immediately,,,Unfurnished,,"₹6,500",,"Alandi, Pune - North, Maharashtra",,Unfurnished,,,,https://www.magicbricks.com/propertyDetails/1-BHK-350-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Alandi-in-Pune&id=4d423832363631343239,350sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹19/sqft,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
"2 BHK 1400 Sq-ft Flat/Apartment  For Rent in Clover Acropolis,","₹40,000","Viman Nagar Central, Pune",2.0,2.0,2.0,,Clover Acropolis,5(Out of 9 Floors),,"Puja Room, Study, Store, Servant Room",East,Furnished,New Construction,"₹40,000","₹90, 000","viman nagar, Viman Nagar Central, Pune - East, Maharashtra",viman nagar,Furnished,"Garden/Park, Pool, Main Road",New Construction,₹ 2.15 Cr Onwards,https://www.magicbricks.com/propertyDetails/2-BHK-1400-Sq-ft-Multistorey-Apartment-FOR-Rent-Viman-Nagar-in-Pune&id=4d423833303734363337,1400sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹29/sqft,Clover Developer,"Fire Fighting Equipment,Kids Play Area,Flower Gardens,Piped Gas,RO Water System,Internet/Wi-Fi Connectivity,Maintenance Staff,Intercom Facility,Visitor Parking,Air Conditioned,Service/Goods Lift,Vaastu Compliant,Private Terrace/Garden,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up",,3 BHK Flats,"6 Towers , 432 Units",,,,,,,,,,,,,,,,,,,,,,
"1 BHK 700 Sq-ft Flat/Apartment  For Rent in Rohan Mithila,","₹30,000","Viman Nagar Central, Pune",,,,650sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹46/sqft,Rohan Mithila,5(Out of 9 Floors),Immediately,"Puja Room, Study, Store, Servant Room",East,Furnished,New Construction,"₹30,000","₹65, 000","viman Nagar, Viman Nagar Central, Pune - East, Maharashtra",viman nagar,Furnished,"Garden/Park, Pool, Main Road",New Construction,₹ 75.2 Lac - ₹ 2.04 Cr,https://www.magicbricks.com/propertyDetails/1-BHK-700-Sq-ft-Multistorey-Apartment-FOR-Rent-Viman-Nagar-in-Pune&id=4d423833303734363339,,Rohan Builders & Developers Pvt. Ltd.,"Cycling & Jogging Track,Rentable Community Space,Recreational Pool,Outdoor Tennis Courts,Multipurpose Courts,Meditation Area,Kids Play Area,Kids Club,Indoor Squash & Badminton Courts,Indoor Games Room,Flower Gardens,Bank & ATM,Canopy Walk,AEROBICS ROOM,Multipurpose Hall,Private jaccuzi,Outdoor Tennis Courts,Piped Gas,Conference Room,Banquet Hall,RO Water System,Internet/Wi-Fi Connectivity,Waste Disposal,Maintenance Staff,Intercom Facility,Visitor Parking,Service/Goods Lift,Vaastu Compliant,Private Terrace/Garden,Water Storage,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up",,,"3 Towers , 1332 Units",1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,
1 BHK Flat 550 Sq-ft For Rent in,"₹8,500","Ashray Residency wagholi, Pune",,,,,,1(Out of 4 Floors),Immediately,,,Unfurnished,,"₹8,500",,"Pune, Maharashtra",,Unfurnished,,,,https://www.magicbricks.com/propertyDetails/1-BHK-550-Sq-ft-Multistorey-Apartment-FOR-Rent-in-Pune&id=4d423635303437393937,550sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹15/sqft,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
"4 BHK 4400 Sq-ft Flat/Apartment  For Rent in 212 Riverwalk,",₹2.5 Lac,"Kalyani Nagar, Pune",4.0,4.0,3.0,3000sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹83/sqft,212 Riverwalk,15(Out of 18 Floors),Immediately,"Puja Room, Store, Servant Room",East,Semi-Furnished,,₹2.5 Lac,₹10.0 Lac,"kalyani nagar, Kalyani Nagar, Pune - Central, Maharashtra",,Semi-Furnished,Garden/Park,Less than 5 years,₹ 1.90 Cr - ₹ 2.60 Cr,https://www.magicbricks.com/propertyDetails/4-BHK-4400-Sq-ft-Multistorey-Apartment-FOR-Rent-Kalyani-Nagar-in-Pune&id=4d423735303831333233,,Hermes Ramesh Builders,,,3 BHK Flat,,,,3.0,,"Wooden, Marble",24 Hours Available,No/Rare Powercut,2.0,2.0,,,,,,,,,,,,,
"3 BHK 1510 Sq-ft Flat/Apartment  For Rent in Kolte Patil Margosa Heights,","₹24,999","NIBM Annexe, Pune",3.0,3.0,3.0,1250sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹20/sqft,Kolte Patil Margosa Heights,10(Out of 12 Floors),Immediately,Study,East,Unfurnished,,"₹24,999","₹70, 000","NIBM Annexe Area, Pune, NIBM Annexe, Pune - South, Maharashtra",Located near Corinthians club undri,Unfurnished,"Garden/Park, Pool, Main Road",10 to 15 years,₹ 43.6 Lac - ₹ 1.17 Cr,https://www.magicbricks.com/propertyDetails/3-BHK-1510-Sq-ft-Multistorey-Apartment-FOR-Rent-NIBM-Annexe-in-Pune&id=4d423833363234303037,,Kolte Patil Developers Ltd.,"Fire Fighting Equipment,Cycling & Jogging Track,Activity Deck4,Retail Boulevard (Retail Shops),Recreational Pool,Outdoor Tennis Courts,Multipurpose Courts,Meditation Area,Library And Business Centre,Kids Club,Indoor Squash & Badminton Courts,Indoor Games Room,Guest Accommodation,Flower Gardens,Event Space & Amphitheatre,Early Learning Centre,Dance Studio,Arts & Craft Studio,AEROBICS ROOM,Kids play area,CCTV Camera,Multipurpose Hall,Earth quake resistant,Outdoor Tennis Courts,Jogging and Strolling Track,Conference Room,Cafeteria/Food Court,Banquet Hall,DTH Television Facility,Laundry Service,Waste Disposal,Maintenance Staff,Visitor Parking,Service/Goods Lift,Water Storage,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up",,2 BHK Flats,"20 Towers , 970 Units",,,1.0,,Vitrified,24 Hours Available,No/Rare Powercut,2.0,2.0,,12.0,,,,,,,,,,,
"3 BHK 2100 Sq-ft Flat/Apartment  For Rent in Clover Acropolis,","₹60,000","Viman Nagar Central, Pune",3.0,3.0,2.0,,Clover Acropolis,7(Out of 11 Floors),,"Puja Room, Study, Store, Servant Room",East,Furnished,New Construction,"₹60,000",₹1.3 Lac,"viman nagar, Viman Nagar Central, Pune - East, Maharashtra",viman nagar,Furnished,"Garden/Park, Pool, Main Road",New Construction,₹ 2.15 Cr Onwards,https://www.magicbricks.com/propertyDetails/3-BHK-2100-Sq-ft-Multistorey-Apartment-FOR-Rent-Viman-Nagar-in-Pune&id=4d423833303734353737,2100sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹29/sqft,Clover Developer,"Fire Fighting Equipment,Kids Play Area,Flower Gardens,Piped Gas,RO Water System,Internet/Wi-Fi Connectivity,Maintenance Staff,Intercom Facility,Visitor Parking,Air Conditioned,Service/Goods Lift,Vaastu Compliant,Private Terrace/Garden,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up",,3 BHK Flats,"6 Towers , 432 Units",,,,,,,,,,,,,,,,,,,,,,
"2 BHK 1100 Sq-ft Flat/Apartment  For Rent in Rohan Mithila,","₹40,000","Viman Nagar Central, Pune",2.0,2.0,,1000sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹40/sqft,Rohan Mithila,2(Out of 8 Floors),,"Puja Room, Study, Store, Servant Room",East,Furnished,New Construction,"₹40,000",₹1.0 Lac,"viman Nagar, Viman Nagar Central, Pune - East, Maharashtra",viman nagar,Furnished,"Garden/Park, Pool, Main Road",New Construction,₹ 75.2 Lac - ₹ 2.04 Cr,https://www.magicbricks.com/propertyDetails/2-BHK-1100-Sq-ft-Multistorey-Apartment-FOR-Rent-Viman-Nagar-in-Pune&id=4d423833303734363139,,Rohan Builders & Developers Pvt. Ltd.,"Cycling & Jogging Track,Rentable Community Space,Recreational Pool,Outdoor Tennis Courts,Multipurpose Courts,Meditation Area,Kids Play Area,Kids Club,Indoor Squash & Badminton Courts,Indoor Games Room,Flower Gardens,Bank & ATM,Canopy Walk,AEROBICS ROOM,Multipurpose Hall,Private jaccuzi,Outdoor Tennis Courts,Piped Gas,Conference Room,Banquet Hall,RO Water System,Internet/Wi-Fi Connectivity,Waste Disposal,Maintenance Staff,Intercom Facility,Visitor Parking,Service/Goods Lift,Vaastu Compliant,Private Terrace/Garden,Water Storage,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up",,,"3 Towers , 1332 Units",,,,,,,,,,1.0,,,,,,,,,,,,
