Title,Rental_Price,Location,Bed,Baths,Carpet Area,Floor,Status,Furnished Status,Rental Value,Security Deposit,Address,Furnishing,link,Facing,Age Of Construction,Flooring,Overlooking,Age of Construction,Bath,Super Built-up Area,Developer,Project,Amenities,Price,Price per sqft,Configuration,Tower & Unit,Beds,Balcony,Balconies,Landmarks,Additional Rooms,Lifts,Water Availability,Status of Electricity,Floors allowed for construction,Lift,Car parking,Covered Parking,Tower,Authority Approval,Unit,Type of Ownership,RERA ID,Floors allowed,Plot Area,Any Construction done,Boundary Wall,Transaction Type
"3 BHK 1400 Sq-ft Flat/Apartment  For Rent in Kanakia Paris,",₹1.6 Lac,"Bandra Kurla Complex, Mumbai",,3.0,1100sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹145/sqft,7(Out of 13 Floors),Immediately,Semi-Furnished,₹1.6 Lac,₹4.5 Lac,"Bandra Kurla Complex, Mumbai, Bandra Kurla Complex, Mumbai - Western Mumbai, Maharashtra",Semi-Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-1400-Sq-ft-Multistorey-Apartment-FOR-Rent-Bandra-Kurla-Complex-in-Mumbai&id=4d423833373530333635,East,,Ceramic Tiles,"Garden/Park, Main Road",10 to 15 years,,,Kanakia Spaces Realty Pvt. Ltd.,Kanakia Paris,"Waste water recycling,Provision for power backup,Community Hall,Aesthetically designed landscape garden,Sewage treatment plant,Fire Fighting Equipment,Cycling & Jogging Track,Recreational Pool,Multipurpose Courts,Indoor Squash & Badminton Courts,Indoor Games Room,Bank & ATM,CCTV Camera,Multipurpose Hall,Grand Entrance lobby,Health club with Steam / Jaccuzi,Golf Course,Concierge Services,Outdoor Tennis Courts,Jogging and Strolling Track,Piped Gas,Conference Room,Cafeteria/Food Court,Bar/Lounge,Banquet Hall,RO Water System,DTH Television Facility,Internet/Wi-Fi Connectivity,Laundry Service,Waste Disposal,Maintenance Staff,Intercom Facility,Visitor Parking,Air Conditioned,Service/Goods Lift,Vaastu Compliant,Private Terrace/Garden,Water Storage,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up",₹ 2.80 Cr - ₹ 4.09 Cr,"₹ 26,667 - ₹ 36,364","2, 3 BHK Flats","1 Tower , 470 Units",3.0,,,,None of these,2.0,24 Hours Available,No/Rare Powercut,1.0,2.0,1 Covered,1.0,,,,,,,,,,
1 BHK Flat 500 Sq-ft For Rent in,"₹52,000","Sen Nagar, Mumbai",1.0,2.0,450sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹116/sqft,5(Out of 10 Floors),Immediately,Unfurnished,"₹52,000",₹1.5 Lac,"Sen Nagar, Mumbai - Western Mumbai, Maharashtra",Unfurnished,https://www.magicbricks.com/propertyDetails/1-BHK-500-Sq-ft-Multistorey-Apartment-FOR-Rent-Sen-Nagar-in-Mumbai&id=4d423831343233383335,East,New Construction,,Main Road,New Construction,,,,,,,,,,,1.0,,,"Puja Room, Store, Study, Servant Room",,,,,,,,,,,,,,,,,
"2 BHK 880 Sq-ft Flat/Apartment  For Rent in Arkade Prime,","₹75,000","Marol, Mumbai",,2.0,626sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹120/sqft,7(Out of 13 Floors),Immediately,Semi-Furnished,"₹75,000",₹2.0 Lac,"Plot no. 778-A, Andheri East, Mumbai, Maharashtra, Marol, Mumbai - Western Mumbai, Maharashtra",Semi-Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-880-Sq-ft-Multistorey-Apartment-FOR-Rent-Marol-in-Mumbai&id=4d423832323532313939,East,,Vitrified,"Garden/Park, Pool, Main Road",New Construction,,,Arkade Group,Arkade Prime,"Waste water recycling,Water treatment plant,Sewage treatment plant,Fire Fighting Equipment,Cycling & Jogging Track,Meditation Area,Kids play area,CCTV Camera,Garden View,RO Water System,Visitor Parking,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Rain Water Harvesting,Lift,Power Back Up",₹ 1.31 Cr - ₹ 13.81 Cr,,"1, 2, 3, 4 BHK Multistorey Apartment | Commercial Shop","2 Towers , 116 Units",2.0,,,Crescent Landmark,Store,2.0,24 Hours Available,No/Rare Powercut,14.0,2.0,,1.0,,,,,,,,,,
"1 BHK 600 Sq-ft Flat/Apartment  For Rent in Sheth Vasant Oasis,","₹65,000","Marol, Mumbai",1.0,2.0,436sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹149/sqft,12(Out of 22 Floors),Immediately,Furnished,"₹65,000",₹1.5 Lac,"Andheri East, Mumbai, Marol, Mumbai - Western Mumbai, Maharashtra",Furnished,https://www.magicbricks.com/propertyDetails/1-BHK-600-Sq-ft-Multistorey-Apartment-FOR-Rent-Marol-in-Mumbai&id=4d423832323532303137,East,,Vitrified,"Garden/Park, Pool, Main Road",New Construction,,,Sheth Creators,Sheth Vasant Oasis,"Provision for power backup,Community Hall,Badminton court,Aesthetically designed landscape garden,Half basketball court,Fire Fighting Equipment,Cycling & Jogging Track,Kids Play Pool With Water Slides,Bank & ATM,AEROBICS ROOM,Multipurpose Hall,Grand Entrance lobby,Infinity Swimming Pool,Golf Course,Mini Cinema Theatre,Outdoor Tennis Courts,Jogging and Strolling Track,Piped Gas,Conference Room,Cafeteria/Food Court,Bar/Lounge,Banquet Hall,RO Water System,DTH Television Facility,Internet/Wi-Fi Connectivity,Laundry Service,Waste Disposal,Maintenance Staff,Intercom Facility,Visitor Parking,Air Conditioned,Service/Goods Lift,Vaastu Compliant,Private Terrace/Garden,Water Storage,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up",₹ 1.41 Cr - ₹ 3.86 Cr,"₹ 20,763 - ₹ 24,167",2 BHK Flats,"10 Towers , 927 Units",,,,Eco Park,Store,3.0,24 Hours Available,No/Rare Powercut,20.0,3.0,,1.0,,,,,,,,,,
1 BHK Flat 570 Sq-ft For Rent in,"₹33,000","Thakur Complex, Mumbai",1.0,2.0,440sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹75/sqft,5(Out of 7 Floors),Immediately,Unfurnished,"₹33,000",₹1.0 Lac,"Kandivali East, Thakur Complex, Mumbai - Western Mumbai, Maharashtra",Unfurnished,https://www.magicbricks.com/propertyDetails/1-BHK-570-Sq-ft-Multistorey-Apartment-FOR-Rent-Thakur-Complex-in-Mumbai&id=4d423737353834343037,East,10 to 15 years,Vitrified,Garden/Park,10 to 15 years,,,,,,,,,,,,,"Close to multiple schools, banks and metro station and metro station",Puja Room,,,,7.0,,,,,,,,,,,,,
"2 BHK Flat 800 Sq-ft For Rent in JE & VEE Madhuban,","₹17,500","Malad East, Mumbai",,2.0,585sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹30/sqft,4(Out of 8 Floors),Immediately,Unfurnished,"₹17,500",₹1.0 Lac,"F 402., Malad East, Mumbai - Western Mumbai, Maharashtra",Unfurnished,https://www.magicbricks.com/propertyDetails/2-BHK-800-Sq-ft-Multistorey-Apartment-FOR-Rent-Malad-East-in-Mumbai&id=4d423333313837333337,East,5 to 10 years,Ceramic Tiles,Garden/Park,5 to 10 years,,,JE & VEE Infrastructure,JE & VEE Madhuban,"Fire Fighting Equipment,AEROBICS ROOM,Kids play area,Large Open space,High Ceiling,Sea facing,DTH Television Facility,Internet/Wi-Fi Connectivity,Water Storage,Security,Reserved Parking,Swimming Pool,Rain Water Harvesting,Lift,Power Back Up",₹ 1.48 Cr - ₹ 2.17 Cr,"₹ 21,739 - ₹ 22,283","1, 2 BHK Flat","1 Tower , 110 Units",2.0,,3.0,"Located near Western Express Highway, near to MTNL Dahisar East Exch.",None of these,2.0,24 Hours Available,No/Rare Powercut,,2.0,,,,,,,,,,,,
"2 BHK 1050 Sq-ft Flat/Apartment  For Rent in Piramal Mahalaxmi,",₹1.7 Lac,"Mahalakshmi, Mumbai",,2.0,780sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹218/sqft,,Immediately,Semi-Furnished,₹1.7 Lac,₹5.5 Lac,"Piramal Mahalaxmi, Mahalakshmi Mumbai, Mahalakshmi, Mumbai - South Mumbai, Maharashtra",Semi-Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-1050-Sq-ft-Multistorey-Apartment-FOR-Rent-Mahalakshmi-in-Mumbai&id=4d423830373234383133,West,Less than 5 years,"Mosaic, Vitrified, Wooden, Ceramic Tiles, Marble, Normal Tiles/Kotah Stone, Granite, Marbonite","Garden/Park, Pool, Main Road",Less than 5 years,,,Piramal Realty,Piramal Mahalaxmi,"Fire Fighting Equipment,Meditation Area,Kids Play Area,Kids Club,Indoor Games Room,CCTV Camera,Solar Energy,Horticulture,Multipurpose Hall,Premium branded fittings,Grand Entrance lobby,Fingerprint Access,Large Open space,3 Tier Security System,Large Clubhouse,Located in the Heart of city,Health club with Steam / Jaccuzi,Theme based Architectures,High Ceiling,Skydeck,Sea facing,Pool with temperature control,Infinity Swimming Pool,Mini Cinema Theatre,Private jaccuzi,Private pool,Jogging and Strolling Track,Piped Gas,Waste Disposal,Intercom Facility,Visitor Parking,Private Terrace/Garden,Water Storage,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up",₹ 4.21 Cr - ₹ 15.39 Cr,"₹ 33,684 - ₹ 89,655","2, 3, 4 BHK Flats","3 Towers , 1200 Units",2.0,,,Near Axis Bank.,,4.0,24 Hours Available,No/Rare Powercut,1.0,4.0,1 Covered,1.0,,Developer,,,,,,,,
"3 BHK 1400 Sq-ft Flat/Apartment  For Rent in Piramal Mahalaxmi,",₹2.3 Lac,"Mahalakshmi, Mumbai",,3.0,1080sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹208/sqft,,Immediately,Semi-Furnished,₹2.3 Lac,₹7.5 Lac,"Piramal Mahalaxmi, Mahalaxmi, Mumbai, Mahalakshmi, Mumbai - South Mumbai, Maharashtra",Semi-Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-1400-Sq-ft-Multistorey-Apartment-FOR-Rent-Mahalakshmi-in-Mumbai&id=4d423830373235303137,West,New Construction,"Mosaic, Vitrified, Wooden, Ceramic Tiles, Marble, Normal Tiles/Kotah Stone, Granite, Marbonite","Garden/Park, Pool, Main Road",New Construction,,,Piramal Realty,Piramal Mahalaxmi,"Fire Fighting Equipment,Meditation Area,Kids Play Area,Kids Club,Indoor Games Room,CCTV Camera,Solar Energy,Horticulture,Multipurpose Hall,Premium branded fittings,Grand Entrance lobby,Fingerprint Access,Large Open space,3 Tier Security System,Large Clubhouse,Located in the Heart of city,Health club with Steam / Jaccuzi,Theme based Architectures,High Ceiling,Skydeck,Sea facing,Pool with temperature control,Infinity Swimming Pool,Mini Cinema Theatre,Private jaccuzi,Private pool,Jogging and Strolling Track,Piped Gas,Waste Disposal,Intercom Facility,Visitor Parking,Private Terrace/Garden,Water Storage,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up",₹ 4.21 Cr - ₹ 15.39 Cr,"₹ 33,684 - ₹ 89,655","2, 3, 4 BHK Flats","3 Towers , 1200 Units",3.0,1.0,,Near Axis Bank.,,4.0,24 Hours Available,No/Rare Powercut,1.0,4.0,2 Covered,2.0,,Developer,,,,,,,,
2 BHK 620 Sq-ft Flat/Apartment  For Rent in,"₹58,000","Andheri East, Mumbai",,2.0,464sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹125/sqft,6(Out of 20 Floors),Immediately,Semi-Furnished,"₹58,000",,"Metro Station Kondivita Rd near MIDC Maheshwari Nagar Andheri East, Andheri East, Mumbai - Western Mumbai, Maharashtra",Semi-Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-620-Sq-ft-Multistorey-Apartment-FOR-Rent-Andheri-East-in-Mumbai&id=4d423833313436313333,,New Construction,,,New Construction,,,,,,,,,,2.0,,,,Study,,,,,,,,,,,,,,,,,
"4 BHK 2100 Sq-ft Flat/Apartment  For Rent in Rustomjee Crown,",₹7.0 Lac,"Prabhadevi, Mumbai",,5.0,2100sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹333/sqft,48(Out of 60 Floors),Immediately,Unfurnished,₹7 Lac,₹42.0 Lac,"Prabhadevi, Mumbai, Prabhadevi, Mumbai - South Mumbai, Maharashtra",Unfurnished,https://www.magicbricks.com/propertyDetails/4-BHK-2100-Sq-ft-Multistorey-Apartment-FOR-Rent-Prabhadevi-in-Mumbai&id=4d423738383737353731,East,,Marble,"Garden/Park, Pool, Main Road",New Construction,,,Rustomjee,Rustomjee Crown,"Fire Fighting Equipment,Meditation Area,Indoor Squash & Badminton Courts,Indoor Games Room,Event Space & Amphitheatre,Barbeque Pit,Kids play area,Smart Home,Earth quake resistant,Private pool,Mansion,Outdoor Tennis Courts,Jogging and Strolling Track,Conference Room,Banquet Hall,Internet/Wi-Fi Connectivity,Waste Disposal,Maintenance Staff,Intercom Facility,Visitor Parking,Service/Goods Lift,Vaastu Compliant,Private Terrace/Garden,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up",₹ 9.72 Cr - ₹ 22.43 Cr,"₹ 34,165 - ₹ 1.0 Lac","3, 4, 5, 6 BHK Flats","3 Towers , 100 Units",4.0,,,"Gokhale Rd S, Prabhadevi,",Store,4.0,24 Hours Available,No/Rare Powercut,1.0,4.0,,3.0,,,,,,,,,,
"3 BHK 1315 Sq-ft Flat/Apartment  For Rent in Bhakti Park,",₹1.3 Lac,"Wadala East, Mumbai",,3.0,974sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹133/sqft,15(Out of 18 Floors),Immediately,Furnished,₹1.3 Lac,₹2.6 Lac,"Wadala, Mumbai, Wadala East, Mumbai - South Mumbai, Maharashtra",Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-1315-Sq-ft-Multistorey-Apartment-FOR-Rent-Wadala-East-in-Mumbai&id=4d423833313431333037,East,,Vitrified,"Garden/Park, Pool, Main Road",10 to 15 years,,,Ajmera Realty & Infra India Ltd.,Bhakti Park,"Fire Fighting Equipment,Cycling & Jogging Track,Activity Deck4,Retail Boulevard (Retail Shops),Rentable Community Space,Outdoor Tennis Courts,Multipurpose Courts,Library And Business Centre,Kids Play Pool With Water Slides,Kids Play Area,Indoor Squash & Badminton Courts,Indoor Games Room,Guest Accommodation,Flower Gardens,Event Space & Amphitheatre,Early Learning Centre,Concierge Services,Jogging and Strolling Track,Cafeteria/Food Court,DTH Television Facility,Laundry Service,Waste Disposal,Maintenance Staff,Visitor Parking,Service/Goods Lift,Water Storage,Security,Reserved Parking,Park,Gymnasium,Club House,Rain Water Harvesting,Power Back Up",₹ 1.30 Cr - ₹ 2.90 Cr,"₹ 19,011 - ₹ 23,750","1, 2, 3 BHK Flats","2 Towers , 100 Units",3.0,,,Near imax adlabs.,None of these,2.0,24 Hours Available,No/Rare Powercut,1.0,2.0,1 Covered,1.0,,,,,,,,,,
"2 BHK 800 Sq-ft Flat/Apartment  For Rent in Chandak Cornerstone,",₹1.3 Lac,"Gandhi Nagar Upper Worli, Mumbai",,2.0,709sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹177/sqft,13(Out of 40 Floors),Immediately,Semi-Furnished,₹1.3 Lac,₹3.6 Lac,"Worli, Mumbai, Gandhi Nagar Upper Worli, Mumbai - South Mumbai, Maharashtra",Semi-Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-800-Sq-ft-Multistorey-Apartment-FOR-Rent-Gandhi-Nagar-Upper-Worli-in-Mumbai&id=4d423737353332363631,East,,Marble,"Garden/Park, Pool, Main Road",,,,Chandak Group,Chandak Cornerstone,"Sewage treatment plant,Meditation Area,CCTV Camera,Grand Entrance lobby,Piped Gas,Bar/Lounge,Private Terrace/Garden,Swimming Pool",₹ 2.79 Cr - ₹ 6.39 Cr,"₹ 28,000 - ₹ 45,625",2 BHK Flats,"1 Tower , 140 Units",2.0,1.0,,,None of these,5.0,24 Hours Available,No/Rare Powercut,1.0,5.0,1 Covered,1.0,,,,,,,,,,
"2 BHK 850 Sq-ft Flat/Apartment  For Rent in Mont Blanc,",₹1.3 Lac,"Matunga East, Mumbai",,2.0,750sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹173/sqft,10(Out of 18 Floors),Immediately,Furnished,₹1.3 Lac,,"Five Gardens, Matunga East, Matunga East, Mumbai - South Mumbai, Maharashtra",Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-850-Sq-ft-Multistorey-Apartment-FOR-Rent-Matunga-East-in-Mumbai&id=4d423738383234303833,East,New Construction,"Vitrified, Wooden, Marble","Main Road, Garden/Park",New Construction,,,CMG Constructions,Mont Blanc,"Outdoor Tennis Courts,Kids Play Area,Kids Club,Indoor Games Room,Maintenance Staff,Intercom Facility,Vaastu Compliant,Private Terrace/Garden,Water Storage,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up",₹ 4.34 Cr - ₹ 5.79 Cr,,,,2.0,,,"Five Gardens, Matunga East",,,,,,,,,1 Tower,,,,,,,,,
"2 BHK 1150 Sq-ft Flat/Apartment  For Rent in Raheja Atlantis,",₹2.8 Lac,"Worli, Mumbai",,3.0,850sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹324/sqft,9(Out of 30 Floors),Immediately,Semi-Furnished,₹2.8 Lac,₹8.3 Lac,"Worli, Mumbai, Worli, Mumbai - South Mumbai, Maharashtra",Semi-Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-1150-Sq-ft-Multistorey-Apartment-FOR-Rent-Worli-in-Mumbai&id=4d423833373439363739,,,Marble,Garden/Park,5 to 10 years,,,Raheja Universal Pvt. Ltd.,Raheja Atlantis,"Fire Fighting Equipment,Cycling & Jogging Track,Meditation Area,Kids Play Area,Indoor Games Room,Flower Gardens,Early Learning Centre,Banquet Hall,DTH Television Facility,Internet/Wi-Fi Connectivity,Maintenance Staff,Intercom Facility,Visitor Parking,Vaastu Compliant,Private Terrace/Garden,Water Storage,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up",₹ 4.75 Cr Onwards,,2 BHK Flats,"3 Towers , 312 Units",2.0,,3.0,,"Puja Room, Store",4.0,24 Hours Available,No/Rare Powercut,1.0,4.0,1 Covered,1.0,,,,,,,,,,
"2 BHK 900 Sq-ft Flat/Apartment  For Rent in Chandak Cornerstone,",₹1.3 Lac,"Gandhi Nagar Upper Worli, Mumbai",,2.0,710sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹183/sqft,12(Out of 40 Floors),Immediately,Furnished,₹1.3 Lac,₹3.5 Lac,"Worli, Mumbai, Gandhi Nagar Upper Worli, Mumbai - South Mumbai, Maharashtra",Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-900-Sq-ft-Multistorey-Apartment-FOR-Rent-Gandhi-Nagar-Upper-Worli-in-Mumbai&id=4d423737353332363931,,,Marble,"Garden/Park, Pool, Main Road",,,,Chandak Group,Chandak Cornerstone,"Sewage treatment plant,Meditation Area,CCTV Camera,Grand Entrance lobby,Piped Gas,Bar/Lounge,Private Terrace/Garden,Swimming Pool",₹ 2.79 Cr - ₹ 6.39 Cr,"₹ 28,000 - ₹ 45,625",2 BHK Flats,"1 Tower , 140 Units",2.0,1.0,,,None of these,5.0,24 Hours Available,No/Rare Powercut,1.0,5.0,1 Covered,1.0,,,,,,,,,,
