Title,Rental_Price,Location,Bed,Bath,Super Built-up Area,Floor,Status,Furnished Status,Rental Value,Address,Furnishing,link,Beds,Baths,Balcony,Carpet Area,Facing,Lift,Car parking,Age Of Construction,Security Deposit,Landmarks,Flooring,Overlooking,Age of Construction,Additional Rooms,Water Availability,Status of Electricity,Floors allowed for construction,Covered Parking,Developer,Project,Amenities,Price,Price per sqft,Configuration,Tower & Unit,Balconies,Unit,Type of Ownership,Lifts,Authority Approval,Tower,RERA ID,Plot Area,Approved,Dimensions(L X B),Any Construction done,Boundary Wall,Transaction Type,Floors Allowed For Construction,Floors allowed,No of Open Sides,Additional Features
2 BHK 1050 Sq-ft Flat/Apartment  For Rent in,"₹20,000","Vinayakapuram Lakshmipuram, Chennai",,,,3(Out of 4 Floors),Immediately,Unfurnished,"₹20,000|₹2,500Monthly Maintenance","H3 3rd floor, puthagaram., Vinayakapuram Lakshmipuram, Chennai - North, Tamil Nadu",Unfurnished,https://www.magicbricks.com/propertyDetails/2-BHK-1050-Sq-ft-Multistorey-Apartment-FOR-Rent-Vinayakapuram-Lakshmipuram-in-Chennai&id=4d423831393832353937,2.0,2.0,1.0,800sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹25/sqft,,,,5 to 10 years,₹1.5 Lac,,,,5 to 10 years,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,
"3 BHK Flat 1380 Sq-ft For Rent in Vijay Shanthi Boulevard,","₹30,000","Kandigai, Chennai",,,1380sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹22/sqft,6,Immediately,Semi-Furnished,"₹30,000","Kandigai, Chennai - South, Tamil Nadu",Semi-Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-1380-Sq-ft-Multistorey-Apartment-FOR-Rent-Kandigai-in-Chennai&id=4d423833373734323339,3.0,3.0,,,East Facing,,,,,,,,,,,,,,Vijay Shanthi Builders Ltd.,Vijay Shanthi Boulevard,"Cycling & Jogging Track,Retail Boulevard (Retail Shops),Meditation Area,Library And Business Centre,Kids Play Area,Indoor Games Room,Jogging and Strolling Track,Banquet Hall,Internet/Wi-Fi Connectivity,Park,Gymnasium",₹ 55.9 Lac - ₹ 1.08 Cr,,2 BHK Flat | 3 BHK Residential House,"11 Towers , 332 Units",,,,,,,,,,,,,,,,,
"3 BHK 1288 Sq-ft Flat/Apartment  For Rent in Casagrand Supremus,","₹32,000","Thazhambur, Chennai",,,,3(Out of 4 Floors),Immediately,Semi-Furnished,"₹32,000|₹4,000Monthly Maintenance","Thalambur Rd Thalambur, Chennai, Tamil Nadu, Thazhambur, Chennai - South, Tamil Nadu",Semi-Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-1288-Sq-ft-Multistorey-Apartment-FOR-Rent-Thazhambur-in-Chennai&id=4d423830313632313133,3.0,3.0,1.0,1288sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹25/sqft,West,2.0,1 Covered,,₹1.9 Lac,,Ceramic Tiles,Garden/Park,Less than 5 years,None of these,24 Hours Available,No/Rare Powercut,1.0,1.0,Casagrand Builder Pvt. Ltd.,Casagrand Supremus,"Meditation Area,Library And Business Centre,Kids Play Area,Indoor Squash & Badminton Courts,Indoor Games Room,Early Learning Centre,Bank & ATM,AEROBICS ROOM,Multipurpose Hall,Health club with Steam / Jaccuzi,Gymnasium,Swimming Pool",₹ 60.3 Lac - ₹ 1.48 Cr,,"2, 3, 4 BHK Flat","4 Towers , 728 Units",,,,2.0,,,,,,,,,,,,,
3 BHK Flat 2000 Sq-ft For Rent in,"₹40,000","CDS Enclave 14 flats, Chennai",,,2000sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹20/sqft,Ground(Out of 14 Floors),Immediately,Semi-Furnished,"₹40,000|₹2,000Monthly Maintenance","3rd street kumaran colony, vadapalani chennai, Chennai, Tamil Nadu",Semi-Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-2000-Sq-ft-Multistorey-Apartment-FOR-Rent-in-Chennai&id=4d423832383639353537,3.0,3.0,,,,,,Above 20 years,,,,,Above 20 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4 BHK  2430 Sq-ft For Rent in Raunaq Eden Villas,","₹68,000","Mogappair West Ambattur Industrial Estate, Chennai",,,,,Immediately,Semi-Furnished,"₹68,000|₹8,602Monthly Maintenance","Mogappair West Ambattur Industrial Estate, Chennai - West, Tamil Nadu",Semi-Furnished,https://www.magicbricks.com/propertyDetails/4-BHK-2430-Sq-ft-Villa-FOR-Rent-Mogappair-West-Ambattur-Industrial-Estate-in-Chennai&id=4d423739313038313639,4.0,5.0,,2230sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹30/sqft,North,,,New Construction,"₹44, 000",Nellai Karapatti coffee.,"Vitrified, Normal Tiles/Kotah Stone",Main Road,New Construction,Puja Room,,,,,,,,₹ 81.0 Lac - ₹ 95.0 Lac,,,,2.0,,,,Developer,,,,,,,,,,,,
"1 BHK Flat 666 Sq-ft For Rent in Sobha Winchester,","₹39,000","Kovilambakkam, Chennai",1.0,1.0,,7(Out of 19 Floors),Immediately,Furnished,"₹39,000|₹2,000Monthly Maintenance","sobha Winchester kovilambakkam, Kovilambakkam, Chennai - South, Tamil Nadu",Furnished,https://www.magicbricks.com/propertyDetails/1-BHK-666-Sq-ft-Multistorey-Apartment-FOR-Rent-Kovilambakkam-in-Chennai&id=4d423832383636323639,,,1.0,371sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹105/sqft,,,,Less than 5 years,₹2.4 Lac,,,,Less than 5 years,,,,,,SOBHA Limited,Sobha Winchester,"Fire Fighting Equipment,Cycling & Jogging Track,Meditation Area,Kids Play Area,Indoor Squash & Badminton Courts,Indoor Games Room,Flower Gardens,Early Learning Centre,RO Water System,DTH Television Facility,Internet/Wi-Fi Connectivity,Waste Disposal,Maintenance Staff,Intercom Facility,Visitor Parking,Air Conditioned,Water Storage,Security,Reserved Parking,Park,Club House,Rain Water Harvesting,Lift,Power Back Up",₹ 47.2 Lac - ₹ 2.03 Cr,"₹ 8,988 - ₹ 9,004",3 BHK Flats,"4 Towers , 344 Units",,,,,,,,,,,,,,,,,
3 BHK Residential House  For Rent,"₹13,000","Thaiyur, Chennai",,1.0,1200sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹11/sqft,,,Unfurnished,"₹13,000","Plot no 47, tas ramamoorthy nagar, kelambakkam., Thaiyur, Chennai - Outer South, Tamil Nadu",Unfurnished,https://www.magicbricks.com/propertyDetails/3-BHK-1200-Sq-ft-Residential-House-FOR-Rent-Thaiyur-in-Chennai&id=4d423833363936383839,3.0,,1.0,,North,,,Less than 5 years,"₹50, 000",Property is located near mermaid resort.,Ceramic Tiles,,Less than 5 years,Puja Room,24 Hours Available,No/Rare Powercut,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
1 BHK  400 Sq-ft For Rent in,"₹10,000","Saidapet, Chennai",1.0,1.0,400sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹25/sqft,,Immediately,,"₹10,000","Saidapet, Chennai - Central, Tamil Nadu",,https://www.magicbricks.com/propertyDetails/1-BHK-400-Sq-ft-Residential-House-FOR-Rent-Saidapet-in-Chennai&id=4d423639353739303039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3 BHK Residential House  For Rent,"₹19,000","Avadi, Chennai",,,,,Immediately,Semi-Furnished,"₹19,000","thiruvalluvar street, Gandhi Nagar  near meenakshi Cinemas, Avadi, Chennai - West, Tamil Nadu",Semi-Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-1575-Sq-ft-Residential-House-FOR-Rent-Avadi-in-Chennai&id=4d423832303131343131,3.0,2.0,,1200sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹16/sqft,South,,,New Construction,₹1.0 Lac,Near Meenakshi Cinema.,,Garden/Park,New Construction,"Puja Room, Study",,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,
1 BHK Residential House  For Rent,Call for Price,"Maraimalai Nagar, Chennai",1.0,1.0,550sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham,,Immediately,Semi-Furnished,,"Maraimalai Nagar, Chennai - South, Tamil Nadu",Semi-Furnished,https://www.magicbricks.com/propertyDetails/1-BHK-550-Sq-ft-Residential-House-FOR-Rent-Maraimalai-Nagar-in-Chennai&id=4d423536313533343331,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 BHK Residential House  For Rent,"₹25,000","Pammal, Chennai",,,,,Immediately,Unfurnished,"₹25,000|₹1,000Monthly Maintenance","Pammal, Chennai - South, Tamil Nadu",Unfurnished,https://www.magicbricks.com/propertyDetails/2-BHK-1900-Sq-ft-Residential-House-FOR-Rent-Pammal-in-Chennai&id=4d423833313836323237,2.0,2.0,,1700sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹15/sqft,East,,,5 to 10 years,₹2.0 Lac,apaaswamy bloomingdale apartment,,,5 to 10 years,Puja Room,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,
1 BHK Residential House  For Rent,Call for Price,"Tambaram West Tambaram, Chennai",1.0,1.0,,,Immediately,Unfurnished,,"Tambaram West Tambaram, Chennai - South, Tamil Nadu",Unfurnished,https://www.magicbricks.com/propertyDetails/1-BHK-1-Sq-ft-Residential-House-FOR-Rent-Tambaram-West-Tambaram-in-Chennai&id=4d423734373139333039,,,,1sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 BHK Residential House  For Rent,"₹6,000","Avadi, Chennai",1.0,1.0,500sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹12/sqft,1(Out of 3 Floors),Immediately,Unfurnished,"₹6,000","Avadi, Chennai - West, Tamil Nadu",Unfurnished,https://www.magicbricks.com/propertyDetails/1-BHK-500-Sq-ft-Residential-House-FOR-Rent-Avadi-in-Chennai&id=4d423536303733363639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3 BHK 1696 Sq-ft Flat/Apartment  For Rent in Casagrand ECR14,","₹42,000","East Coast Road, Chennai",,,,14(Out of 14 Floors),Immediately,Semi-Furnished,"₹42,000|₹5,000Monthly Maintenance","Maya St, Kanathur Reddikuppam, Chennai, Tamil Nadu, East Coast Road, Chennai - South, Tamil Nadu",Semi-Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-1696-Sq-ft-Multistorey-Apartment-FOR-Rent-East-Coast-Road-in-Chennai&id=4d423831353432323731,3.0,3.0,1.0,1696sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹25/sqft,North,2.0,"1 Covered, 1 Open",,₹2.5 Lac,,Ceramic Tiles,"Garden/Park, Main Road",Less than 5 years,None of these,24 Hours Available,No/Rare Powercut,1.0,1.0,Casagrand Builder Pvt. Ltd.,Casagrand ECR14,"Library And Business Centre,Kids Play Area,Indoor Games Room,Early Learning Centre,Dance Studio,Arts & Craft Studio,AEROBICS ROOM,Health club with Steam / Jaccuzi,Gymnasium,Swimming Pool",₹ 57.0 Lac - ₹ 1.70 Cr,,"2, 3, 4, 5 BHK Flat | 4 BHK Penthouse","10 Towers , 573 Units",,,,2.0,,,,,,,,,,,,,
3 BHK  2000 Sq-ft For Rent in,"₹85,000","T Nagar, Chennai",,,2000sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹42/sqft,,Immediately,Semi-Furnished,"₹85,000","T nagar., T Nagar, Chennai - Central, Tamil Nadu",Semi-Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-2000-Sq-ft-Residential-House-FOR-Rent-T-Nagar-in-Chennai&id=4d423832363134323831,3.0,3.0,1.0,,East,,1 Covered,5 to 10 years,₹5.1 Lac,Nr ttd temple.,Marble,Main Road,5 to 10 years,None of these,24 Hours Available,No/Rare Powercut,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
"3 BHK 2235 Sq-ft Flat/Apartment  For Rent in TVH Quadrant,",₹1.3 Lac,"Adyar, Chennai",,,2235sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹58/sqft,5(Out of 18 Floors),Immediately,Semi-Furnished,₹1.3 Lac|₹5Monthly Maintenance,"Adyar, Chennai, Adyar, Chennai - Central, Tamil Nadu",Semi-Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-2235-Sq-ft-Multistorey-Apartment-FOR-Rent-Adyar-in-Chennai&id=4d423737393831313737,3.0,4.0,1.0,,South,5.0,,,₹7.8 Lac,Posh location of Adyar,Marble,Garden/Park,Less than 5 years,Servant Room,24 Hours Available,No/Rare Powercut,18.0,2.0,True Habitat,TVH Quadrant,"Provision for power backup,Water treatment plant,Sewage treatment plant,Cycling & Jogging Track,Indoor Games Room,Barbeque Pit,CCTV Camera,Central AC,Infinity Swimming Pool,Mini Cinema Theatre,Puja room,Outdoor Tennis Courts,Jogging and Strolling Track,Cafeteria/Food Court,Laundry Service,Waste Disposal,Maintenance Staff,Intercom Facility,Visitor Parking,Air Conditioned,Vaastu Compliant,Water Storage,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Rain Water Harvesting,Lift,Power Back Up",₹ 4.47 Cr - ₹ 7.24 Cr,"₹ 18,000 - ₹ 20,504","3, 4 BHK Flats","3 Towers , 319 Units",,,,5.0,,,,,,,,,,,,,
3 BHK  1600 Sq-ft For Rent in,"₹23,500","Sithalapakkam, Chennai",,,1600sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹15/sqft,,Immediately,Semi-Furnished,"₹23,500","Vivekananda Nagar, 3rd Street, Sithalapakkam, Chennai - South, Tamil Nadu",Semi-Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-1600-Sq-ft-Villa-FOR-Rent-Sithalapakkam-in-Chennai&id=4d423832333234393233,3.0,3.0,1.0,,,,,10 to 15 years,₹1.0 Lac,,,Main Road,10 to 15 years,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
"6 BHK  3800 Sq-ft For Rent in Ramcons Villa Padmalaya,",₹1.2 Lac,"Karapakkam, Chennai",,,,,Immediately,Furnished,"₹1.2 Lac|₹10,000Monthly Maintenance","Karapakkam, Chennai, Karapakkam, Chennai - South, Tamil Nadu",Furnished,https://www.magicbricks.com/propertyDetails/6-BHK-3800-Sq-ft-Villa-FOR-Rent-Karapakkam-in-Chennai&id=4d423833353139393231,6.0,6.0,,3650sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹33/sqft,East,,2 Covered,5 to 10 years,₹6.0 Lac,near by Grt karapakkam,Marble,Garden/Park,5 to 10 years,Puja Room,24 Hours Available,No/Rare Powercut,2.0,2.0,,,,₹ 1.21 Cr - ₹ 1.50 Cr,,,,3.0,,,,,,,,,,,,,,,,
3 BHK Flat 2300 Sq-ft For Rent in,₹1.5 Lac,"Royapettah, Chennai",,,,11(Out of 16 Floors),Immediately,Furnished,₹1.5 Lac,"Royapettah, Royapettah, Chennai - Central, Tamil Nadu",Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-2300-Sq-ft-Multistorey-Apartment-FOR-Rent-Royapettah-in-Chennai&id=4d423833353230393131,3.0,3.0,,1850sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹81/sqft,East,2.0,2 Covered,5 to 10 years,₹15.0 Lac,Near reputed schools and colleges,Marble,,5 to 10 years,Servant Room,24 Hours Available,No/Rare Powercut,1.0,2.0,,,,,,,,2.0,,,2.0,,,,,,,,,,,,,
2 BHK Residential House  For Rent,"₹18,000","Saidapet, Chennai",,,,,Immediately,Unfurnished,"₹18,000","2030, salavaiyalar colony 1st street saidapet Chennai-15, Saidapet, Chennai - Central, Tamil Nadu",Unfurnished,https://www.magicbricks.com/propertyDetails/2-BHK-800-Sq-ft-Residential-House-FOR-Rent-Saidapet-in-Chennai&id=4d423833353230313939,2.0,3.0,1.0,750sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹24/sqft,North - East,,,5 to 10 years,₹1.0 Lac,Raj theater,,,5 to 10 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3 BHK Flat 1200 Sq-ft For Rent in,"₹38,000","Aminjikarai, Chennai",,,,2(Out of 4 Floors),Immediately,Unfurnished,"₹38,000|₹2,000Monthly Maintenance","Aminjikarai, Aminjikarai, Chennai - Central, Tamil Nadu",Unfurnished,https://www.magicbricks.com/propertyDetails/3-BHK-1200-Sq-ft-Multistorey-Apartment-FOR-Rent-Aminjikarai-in-Chennai&id=4d423732343833393731,3.0,3.0,,980sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹39/sqft,North,1.0,1 Covered,Less than 5 years,₹2.0 Lac,This property is located in Amijikarai,Vitrified,,Less than 5 years,Puja Room,24 Hours Available,No/Rare Powercut,,1.0,,,,,,,,3.0,,,,,,,,,,,,,,,,
2 BHK Residential House  For Rent,"₹21,000","Sathiyamoorthy Nagar Maduravoyal, Chennai",,,900sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹23/sqft,,Immediately,Unfurnished,"₹21,000","No 55 ph road maduravoyal ration shop bus stop, Sathiyamoorthy Nagar Maduravoyal, Chennai - West, Tamil Nadu",Unfurnished,https://www.magicbricks.com/propertyDetails/2-BHK-900-Sq-ft-Residential-House-FOR-Rent-Sathiyamoorthy-Nagar-Maduravoyal-in-Chennai&id=4d423833363936313935,2.0,2.0,,,East,,,New Construction,,Very near to bus stand. Property is available in the main road. Parking not available.,Vitrified,Main Road,New Construction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2 BHK Flat 612 Sq-ft For Rent in Akshaya Today,","₹8,500","Kelambakkam, Chennai",,1.0,,10(Out of 12 Floors),Immediately,Semi-Furnished,"₹8,500","e3 1003, Kelambakkam, Chennai - South, Tamil Nadu",Semi-Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-612-Sq-ft-Multistorey-Apartment-FOR-Rent-Kelambakkam-in-Chennai&id=4d423430373435343535,2.0,,,612sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹14/sqft,,,,New Construction,,,,,New Construction,,,,,,Akshaya Pvt. Ltd.,Akshaya Today,"Fire Fighting Equipment,Kids Play Area,Kids Club,Laundry Service,Maintenance Staff,Water Storage,Security,Rain Water Harvesting",₹ 24.0 Lac - ₹ 58.0 Lac,"₹ 3,922 - ₹ 5,467",2 BHK Flats,"24 Towers , 2134 Units",2.0,,,,,,,,,,,,,,,,
3 BHK Flat 1840 Sq-ft For Rent in,"₹70,000","baashyaam, Chennai",,,,7(Out of 29 Floors),Immediately,Semi-Furnished,"₹70,000|₹6,000Monthly Maintenance","Koyambedu, Chennai, Tamil Nadu",Semi-Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-1840-Sq-ft-Multistorey-Apartment-FOR-Rent-in-Chennai&id=4d423830393232373231,3.0,3.0,1.0,1740sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹40/sqft,North,,,New Construction,,Metro station,,Main Road,New Construction,Puja Room,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3 BHK 1288 Sq-ft Flat/Apartment  For Rent in Casagrand Supremus,","₹28,000","Thazhambur, Chennai",,,,2(Out of 4 Floors),Immediately,Semi-Furnished,"₹28,000|₹4,000Monthly Maintenance","Thalambur Rd Thalambur, Chennai, Tamil Nadu, Thazhambur, Chennai - South, Tamil Nadu",Semi-Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-1288-Sq-ft-Multistorey-Apartment-FOR-Rent-Thazhambur-in-Chennai&id=4d423830313632303435,3.0,3.0,1.0,1288sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹22/sqft,North,,"1 Covered, 1 Open",Less than 5 years,₹1.7 Lac,,"Ceramic Tiles, Granite","Pool, Garden/Park",Less than 5 years,,24 Hours Available,No/Rare Powercut,1.0,1.0,Casagrand Builder Pvt. Ltd.,Casagrand Supremus,"Meditation Area,Library And Business Centre,Kids Play Area,Indoor Squash & Badminton Courts,Indoor Games Room,Early Learning Centre,Bank & ATM,AEROBICS ROOM,Multipurpose Hall,Health club with Steam / Jaccuzi,Gymnasium,Swimming Pool",₹ 60.3 Lac - ₹ 1.48 Cr,,"2, 3, 4 BHK Flat","4 Towers , 728 Units",,,,,,,,,,,,,,,,,
1 BHK Residential House  For Rent,"₹5,000","Triplicane, Chennai",1.0,1.0,350sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹14/sqft,1(Out of 3 Floors),Immediately,Unfurnished,"₹5,000","Triplicane, Chennai - Central, Tamil Nadu",Unfurnished,https://www.magicbricks.com/propertyDetails/1-BHK-350-Sq-ft-Residential-House-FOR-Rent-Triplicane-in-Chennai&id=4d423634313233363837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 BHK 850 Sq-ft Flat/Apartment  For Rent in,"₹30,000","Perumbakkam, Chennai",,1.0,850sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹35/sqft,14(Out of 18 Floors),Immediately,Furnished,"₹30,000","Perumbakkam, Chennai - South, Tamil Nadu",Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-850-Sq-ft-Multistorey-Apartment-FOR-Rent-Perumbakkam-in-Chennai&id=4d423833363130303533,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 BHK Residential House  For Rent,"₹17,000","Madambakkam, Chennai",,1.0,1200sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹14/sqft,,Immediately,Unfurnished,"₹17,000","Padmavadi nagar, madambakkam, Madambakkam, Chennai - South, Tamil Nadu",Unfurnished,https://www.magicbricks.com/propertyDetails/2-BHK-1200-Sq-ft-Residential-House-FOR-Rent-Madambakkam-in-Chennai&id=4d423833363937313833,2.0,,,,,,,,,Reputed schoolcollages accessible from the house. Access to bus stop,"Vitrified, Ceramic Tiles, Normal Tiles/Kotah Stone","Garden/Park, Main Road",,,24 Hours Available,No/Rare Powercut,,,,,,,,,,,,,,,,,,,,,,,,,,
2 BHK Flat 1525 Sq-ft For Rent in,"₹37,000","Porur, Chennai",,,1525sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹24/sqft,4(Out of 4 Floors),Immediately,Semi-Furnished,"₹37,000|₹7,500Monthly Maintenance","Porur, Chennai, Porur, Chennai - West, Tamil Nadu",Semi-Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-1525-Sq-ft-Multistorey-Apartment-FOR-Rent-Porur-in-Chennai&id=4d423832363136393633,2.0,2.0,,,,1.0,1 Covered,5 to 10 years,₹3.7 Lac,,,"Garden/Park, Pool",5 to 10 years,Study,24 Hours Available,No/Rare Powercut,4.0,1.0,,,,,,,,2.0,,,,,,,,,,,,,,,,
2 BHK Builder Floor 1050 Sq-ft For Rent in,"₹37,000","Perungudi, Chennai",,,,2(Out of 4 Floors),Immediately,Furnished,"₹37,000|₹4,000Monthly Maintenance","Perungudi, Chennai - South, Tamil Nadu",Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-1050-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Perungudi-in-Chennai&id=4d423833363936313137,2.0,2.0,1.0,1000sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹37/sqft,North,,,5 to 10 years,₹2.0 Lac,behind WTC,,Garden/Park,5 to 10 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3 BHK Flat 980 Sq-ft For Rent in,"₹45,000","Anna Nagar, Chennai",,,,2(Out of 3 Floors),Immediately,Unfurnished,"₹45,000|₹2,000Monthly Maintenance","Anna nagar, Anna Nagar, Chennai - Central, Tamil Nadu",Unfurnished,https://www.magicbricks.com/propertyDetails/3-BHK-980-Sq-ft-Multistorey-Apartment-FOR-Rent-Anna-Nagar-in-Chennai&id=4d423732343833383931,3.0,2.0,,700sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹64/sqft,North,1.0,1 Covered,Less than 5 years,₹2.5 Lac,This property is located in Anna nagar,Vitrified,Garden/Park,Less than 5 years,Puja Room,24 Hours Available,No/Rare Powercut,,1.0,,,,,,,,2.0,,,,,,,,,,,,,,,,
